ArrestYear ,County ,Agency,AgeGroup ,Gender ,RaceCode ,NCICCODE ,NumberOfArrests
2012,Montrose,Montrose PD,18 to 20,Male,Hispianic,MJPossession,9
2012,Montrose,Montrose PD,18 to 20,Male,White,MJPossession,8
2012,Montrose,Montrose PD,21 or older,Female,Hispianic,MJPossession,3
2012,Morgan,Brush PD,21 or older,Female,White,MJPossession,1
2012,Morgan,Fort Morgan PD,21 or older,Male,African American,MJPossession,1
2012,Morgan,Fort Morgan PD,21 or older,Male,White,MJPossession,7
2012,Morgan,Fort Morgan PD,Under 18,Female,White,MJPossession,2
2012,Morgan,Morgan County SO,21 or older,Female,White,MJPossession,1
2012,Otero,Fowler PD,21 or older,Female,White,MJPossession,1
2012,Otero,La Junta PD,18 to 20,Female,Hispianic,MJPossession,1
2012,Otero,La Junta PD,21 or older,Male,White,MJPossession,2
2012,Otero,La Junta PD,18 to 20,Female,White,MJUnknown,1
2012,Otero,La Junta PD,18 to 20,Male,Hispianic,MJUnknown,2
2012,Otero,La Junta PD,18 to 20,Male,White,MJUnknown,2
2012,Phillips,Holyoke PD,18 to 20,Male,White,MJPossession,1
2012,Pitkin,Aspen PD,21 or older,Male,White,MJPossession,5
2012,Rio Blanco,Rio Blanco County SO,21 or older,Male,White,MJPossession,11
2012,Rio Grande,Del Norte PD,21 or older,Female,White,MJPossession,1
2012,Rio Grande,Del Norte PD,Under 18,Male,White,MJPossession,1
2012,Rio Grande,Monte Vista PD,Under 18,Female,White,MJPossession,3
2012,Rio Grande,Monte Vista PD,Under 18,Male,White,MJPossession,5
2012,Routt,Steamboat Springs PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Routt,Steamboat Springs PD,Under 18,Female,White,MJPossession,2
2012,Routt,Steamboat Springs PD,Under 18,Male,White,MJPossession,12
2012,Saguache,Saguache County SO,Under 18,Female,White,MJPossession,2
2012,Saguache,Saguache County SO,Under 18,Male,White,MJPossession,2
2012,Summit,Breckenridge PD,Under 18,Male,White,MJPossession,1
2012,Summit,Frisco PD,21 or older,Male,Hispianic,MJPossession,1
2012,Summit,Frisco PD,21 or older,Male,White,MJPossession,7
2012,Summit,Summit County SO,Under 18,Male,Hispianic,MJPossession,2
2012,Teller,Cripple Creek PD,21 or older,Male,White,MJPossession,7
2012,Teller,Teller County SO,18 to 20,Male,White,MJPossession,3
2012,Teller,Teller County SO,21 or older,Male,White,MJProduction,1
2012,Teller,Teller County SO,21 or older,Male,White,MJUnknown,1
2012,Teller,Woodland Park PD,Under 18,Male,White,MJUnknown,1
2012,Washington,Washington County SO,21 or older,Female,White,MJPossession,4
2012,Weld,Ault PD,21 or older,Female,White,MJPossession,1
2012,Weld,Eaton PD,21 or older,Male,White,MJPossession,1
2012,Weld,Erie PD,21 or older,Male,Hispianic,MJPossession,1
2012,Weld,Evans PD,21 or older,Female,Hispianic,MJPossession,1
2012,Weld,Evans PD,21 or older,Female,White,MJPossession,2
2012,Weld,Evans PD,21 or older,Male,White,MJPossession,10
2012,Weld,Evans PD,18 to 20,Female,African American,MJSales,1
2012,Weld,Evans PD,18 to 20,Female,White,MJSales,1
2012,Weld,Firestone PD,21 or older,Female,Hispianic,MJPossession,1
2012,Weld,Firestone PD,21 or older,Male,White,MJPossession,2
2012,Weld,Fort Lupton PD,18 to 20,Male,African American,MJPossession,1
2012,Weld,Fort Lupton PD,18 to 20,Male,White,MJPossession,3
2012,Weld,Fort Lupton PD,Under 18,Female,White,MJPossession,5
2012,Weld,Frederick PD,18 to 20,Male,White,MJPossession,1
2012,Weld,Frederick PD,Under 18,Female,White,MJPossession,2
2012,Weld,Garden City PD,21 or older,Male,White,MJPossession,1
2012,Weld,Greeley PD,18 to 20,Female,White,MJPossession,10
2012,Weld,Greeley PD,18 to 20,Male,White,MJPossession,39
2012,Weld,Greeley PD,21 or older,Male,Hispianic,MJPossession,12
2012,Weld,Greeley PD,21 or older,Male,White,MJProduction,3
2012,Weld,Greeley PD,Under 18,Male,White,MJUnknown,1
2012,Weld,Johnstown PD,18 to 20,Male,Hispianic,MJPossession,2
2012,Weld,Johnstown PD,18 to 20,Male,White,MJPossession,2
2012,Weld,Johnstown PD,Under 18,Female,Hispianic,MJPossession,1
2012,Weld,LaSalle PD,21 or older,Male,Hispianic,MJPossession,1
2012,Weld,Mead PD,21 or older,Male,White,MJPossession,1
2012,Weld,Weld County SO,21 or older,Female,White,MJPossession,3
2012,Weld,Weld County SO,21 or older,Male,African American,MJPossession,1
2012,Weld,Weld County SO,21 or older,Male,White,MJPossession,9
2012,Weld,Weld County SO,Under 18,Male,Hispianic,MJPossession,3
2012,Weld,Windsor PD,18 to 20,Female,White,MJPossession,1
2012,Weld,Windsor PD,18 to 20,Male,Asian,MJPossession,1
2012,Weld,Windsor PD,18 to 20,Male,Hispianic,MJPossession,2
2012,Weld,Windsor PD,18 to 20,Male,White,MJPossession,6
2012,Weld,Windsor PD,Under 18,Female,White,MJPossession,1
2013,#NULL,Colorado State Patrol,21 or older,Female,White,MJPossession,4
2013,#NULL,Colorado State Patrol,21 or older,Male,White,MJPossession,32
2013,#NULL,Colorado State Patrol,Under 18,Male,Hispianic,MJPossession,9
2013,#NULL,Colorado State Patrol,Under 18,Male,White,MJPossession,14
2013,#NULL,Colorado State Patrol,21 or older,Male,African American,MJSales,1
2013,#NULL,Colorado State Patrol,21 or older,Male,White,MJSales,6
2013,#NULL,Colorado State Patrol,18 to 20,Male,White,MJUnknown,8
2013,Adams,Adams County SO,18 to 20,Female,Hispianic,MJPossession,4
2013,Adams,Adams County SO,18 to 20,Male,African American,MJPossession,3
2013,Adams,Adams County SO,18 to 20,Male,White,MJPossession,27
2013,Adams,Adams County SO,Under 18,Female,Hispianic,MJPossession,7
2013,Adams,Adams County SO,Under 18,Female,White,MJPossession,6
2013,Adams,Adams County SO,21 or older,Male,White,MJProduction,1
2013,Adams,Adams County SO,Under 18,Male,Hispianic,MJSales,1
2013,Adams,Adams County SO,Under 18,Male,White,MJSales,1
2013,Adams,Adams County SO,21 or older,Male,White,MJUnknown,1
2013,Adams,Brighton PD,Under 18,Male,Hispianic,MJPossession,20
2013,Adams,Brighton PD,Under 18,Male,Unknown,MJPossession,1
2013,Adams,Brighton PD,18 to 20,Male,Hispianic,MJUnknown,2
2013,Adams,Brighton PD,18 to 20,Male,White,MJUnknown,3
2013,Adams,Commerce City PD,18 to 20,Female,African American,MJPossession,1
2012,Mesa,Grand Junction PD,21 or older,Male,Asian,MJPossession,1
2012,Mesa,Grand Junction PD,Under 18,Female,African American,MJPossession,1
2012,Mesa,Grand Junction PD,21 or older,Male,Asian,MJProduction,1
2012,Mesa,Grand Junction PD,21 or older,Male,White,MJSales,6
2012,Mesa,Grand Junction PD,18 to 20,Female,White,MJUnknown,2
2012,Mesa,Grand Junction PD,Under 18,Male,African American,MJUnknown,1
2012,Mesa,Grand Junction PD,Under 18,Male,Hispianic,MJUnknown,3
2013,Arapahoe,Englewood PD,18 to 20,Female,African American,MJPossession,1
2013,Arapahoe,Englewood PD,18 to 20,Male,African American,MJPossession,4
2013,Arapahoe,Englewood PD,18 to 20,Male,Hispianic,MJPossession,6
2013,Arapahoe,Englewood PD,18 to 20,Male,White,MJPossession,29
2013,Arapahoe,Englewood PD,Under 18,Female,Hispianic,MJPossession,1
2013,Arapahoe,Englewood PD,Under 18,Female,White,MJPossession,4
2013,Arapahoe,Englewood PD,21 or older,Male,White,MJUnknown,2
2013,Arapahoe,Glendale PD,Under 18,Male,Hispianic,MJPossession,1
2013,Arapahoe,Greenwood Village PD,18 to 20,Female,Hispianic,MJPossession,1
2013,Arapahoe,Greenwood Village PD,21 or older,Male,African American,MJPossession,1
2013,Arapahoe,Greenwood Village PD,21 or older,Male,Unknown,MJPossession,1
2013,Arapahoe,Greenwood Village PD,Under 18,Female,Asian,MJPossession,1
2013,Arapahoe,Littleton PD,21 or older,Male,African American,MJPossession,1
2013,Archuleta,Pagosa Springs PD,Under 18,Female,White,MJPossession,1
2013,Archuleta,Pagosa Springs PD,Under 18,Male,White,MJPossession,1
2013,Baca,Baca County SO,18 to 20,Male,White,MJPossession,2
2013,Boulder,Boulder PD,18 to 20,Male,Hispianic,MJPossession,2
2013,Boulder,Boulder PD,18 to 20,Male,White,MJPossession,3
2013,Boulder,Boulder PD,Under 18,Female,Hispianic,MJPossession,1
2013,Boulder,Boulder PD,Under 18,Male,Hispianic,MJPossession,1
2013,Boulder,Boulder PD,21 or older,Male,White,MJProduction,1
2013,Boulder,Boulder PD,21 or older,Male,Hispianic,MJUnknown,2
2012,Weld,Ault PD,18 to 20,Male,White,MJPossession,1
2012,Weld,Eaton PD,21 or older,Male,Hispianic,MJPossession,1
2012,Weld,Erie PD,18 to 20,Female,White,MJPossession,1
2012,Weld,Erie PD,21 or older,Male,White,MJPossession,4
2012,Weld,Erie PD,Under 18,Female,White,MJPossession,1
2012,Weld,Erie PD,Under 18,Male,Hispianic,MJPossession,1
2012,Weld,Erie PD,Under 18,Male,White,MJPossession,10
2012,Weld,Evans PD,21 or older,Male,Hispianic,MJPossession,14
2012,Weld,Evans PD,Under 18,Female,Hispianic,MJPossession,2
2012,Weld,Frederick PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Weld,Frederick PD,Under 18,Male,Hispianic,MJPossession,2
2012,Weld,Frederick PD,Under 18,Male,White,MJPossession,6
2012,Weld,Greeley PD,18 to 20,Female,Hispianic,MJPossession,1
2012,Weld,Greeley PD,18 to 20,Male,Native American,MJPossession,1
2012,Weld,Greeley PD,21 or older,Male,African American,MJPossession,4
2012,Weld,Greeley PD,21 or older,Male,White,MJPossession,71
2012,Weld,Greeley PD,Under 18,Female,White,MJPossession,10
2012,Weld,Hudson PD,18 to 20,Male,White,MJPossession,1
2012,Weld,Hudson PD,21 or older,Female,White,MJPossession,1
2012,Weld,Johnstown PD,Under 18,Male,White,MJPossession,2
2012,Weld,LaSalle PD,Under 18,Male,Hispianic,MJPossession,2
2012,Weld,Weld County SO,21 or older,Male,Hispianic,MJPossession,6
2012,Weld,Windsor PD,21 or older,Male,Unknown,MJPossession,1
2012,Weld,Windsor PD,Under 18,Male,White,MJPossession,2
2013,#NULL,Colorado State Patrol,18 to 20,Female,Asian,MJPossession,1
2013,#NULL,Colorado State Patrol,18 to 20,Male,Asian,MJPossession,1
2013,#NULL,Colorado State Patrol,21 or older,Male,Hispianic,MJPossession,7
2013,#NULL,Colorado State Patrol,21 or older,Male,Native American,MJSales,1
2013,#NULL,Colorado State Patrol,21 or older,Male,White,MJSmuggle,1
2013,#NULL,Colorado State Patrol,21 or older,Female,African American,MJUnknown,2
2013,#NULL,Colorado State Patrol,21 or older,Female,White,MJUnknown,2
2013,Adams,Adams County SO,18 to 20,Female,White,MJPossession,11
2013,Adams,Adams County SO,18 to 20,Male,Hispianic,MJPossession,33
2013,Adams,Adams County SO,21 or older,Male,Unknown,MJPossession,1
2013,Adams,Adams County SO,Under 18,Male,African American,MJPossession,1
2013,Adams,Adams County SO,Under 18,Male,White,MJPossession,17
2013,Adams,Brighton PD,21 or older,Male,Hispianic,MJPossession,2
2013,Adams,Brighton PD,Under 18,Female,Hispianic,MJPossession,10
2013,Adams,Brighton PD,Under 18,Female,White,MJSales,1
2013,Adams,Brighton PD,Under 18,Male,Hispianic,MJSales,1
2013,Adams,Brighton PD,21 or older,Female,African American,MJUnknown,1
2013,Adams,Brighton PD,Under 18,Male,African American,MJUnknown,1
2013,Adams,Brighton PD,Under 18,Male,Hispianic,MJUnknown,15
2013,Adams,Brighton PD,Under 18,Male,White,MJUnknown,9
2013,Adams,Commerce City PD,18 to 20,Female,White,MJPossession,1
2013,Adams,Commerce City PD,18 to 20,Male,Asian,MJPossession,2
2013,Adams,Commerce City PD,Under 18,Male,African American,MJPossession,3
2013,Adams,Commerce City PD,Under 18,Male,Hispianic,MJPossession,44
2013,Adams,Commerce City PD,21 or older,Female,Native American,MJProduction,1
2013,Adams,Commerce City PD,21 or older,Male,White,MJProduction,1
2013,Adams,Commerce City PD,Under 18,Male,White,MJSales,2
2013,Adams,Federal Heights PD,18 to 20,Male,Hispianic,MJPossession,3
2013,Adams,Federal Heights PD,Under 18,Male,White,MJPossession,1
2013,Adams,Thornton PD,18 to 20,Female,White,MJPossession,3
2013,Adams,Thornton PD,Under 18,Female,White,MJPossession,19
2013,Adams,Thornton PD,Under 18,Male,Hispianic,MJPossession,40
2013,Adams,Thornton PD,21 or older,Male,White,MJProduction,1
2013,Adams,Thornton PD,Under 18,Male,African American,MJSales,1
2013,Adams,Westminster PD,18 to 20,Male,White,MJPossession,24
2013,Adams,Westminster PD,21 or older,Female,White,MJPossession,1
2013,Adams,Westminster PD,Under 18,Female,Hispianic,MJPossession,5
2013,Adams,Westminster PD,21 or older,Male,Hispianic,MJSales,1
2013,Adams,Westminster PD,Under 18,Male,Hispianic,MJUnknown,7
2013,Adams,Westminster PD,Under 18,Male,White,MJUnknown,16
2013,Arapahoe,Arapahoe Community College,Under 18,Male,White,MJPossession,1
2013,Arapahoe,Araphaoe County SO,21 or older,Male,Hispianic,MJPossession,1
2013,Arapahoe,Araphaoe County SO,Under 18,Female,Hispianic,MJPossession,1
2013,Arapahoe,Aurora PD,21 or older,Female,White,MJPossession,3
2013,Arapahoe,Aurora PD,Under 18,Male,Native American,MJPossession,1
2013,Arapahoe,Aurora PD,18 to 20,Male,White,MJProduction,2
2013,Arapahoe,Aurora PD,21 or older,Female,African American,MJProduction,2
2013,Arapahoe,Aurora PD,21 or older,Female,Hispianic,MJProduction,2
2013,Arapahoe,Aurora PD,21 or older,Female,White,MJProduction,6
2013,Arapahoe,Aurora PD,21 or older,Male,Asian,MJProduction,3
2013,Arapahoe,Aurora PD,21 or older,Male,White,MJSales,3
2013,Clear Creek,Georgetown PD,Under 18,Male,White,MJPossession,1
2013,Delta,Delta County SO,21 or older,Male,White,MJPossession,1
2013,Delta,Delta PD,18 to 20,Male,White,MJPossession,3
2013,Delta,Hotchkiss PD,18 to 20,Female,White,MJPossession,1
2013,Denver,Denver PD - CRIMINAL,18 to 20,Male,African American,MJPossession,11
2013,Denver,Denver PD - CRIMINAL,18 to 20,Male,Hispianic,MJPossession,9
2013,Denver,Denver PD - CRIMINAL,18 to 20,Male,White,MJPossession,15
2013,Denver,Denver PD - CRIMINAL,21 or older,Female,Hispianic,MJPossession,1
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,Asian,MJPossession,3
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,Native American,MJPossession,1
2013,Denver,Denver PD - CRIMINAL,Under 18,Male,White,MJPossession,26
2013,Denver,Denver PD - CRIMINAL,21 or older,Female,Hispianic,MJSales,1
2013,Denver,Denver PD - CRIMINAL,Under 18,Female,Hispianic,MJSales,1
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,African American,MJUnknown,1
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,White,MJUnknown,1
2013,Dolores,Dolores County SO,Under 18,Male,White,MJPossession,1
2013,Douglas,Castle Rock PD,18 to 20,Male,White,MJPossession,12
2013,Douglas,Castle Rock PD,Under 18,Female,Hispianic,MJPossession,2
2013,Douglas,Castle Rock PD,21 or older,Male,White,MJSales,1
2013,Douglas,Douglas County SO,18 to 20,Female,White,MJPossession,1
2013,Douglas,Douglas County SO,18 to 20,Male,Hispianic,MJPossession,5
2013,Douglas,Douglas County SO,Under 18,Male,African American,MJPossession,4
2013,Douglas,Douglas County SO,Under 18,Male,White,MJPossession,44
2013,Douglas,Douglas County SO,21 or older,Male,African American,MJUnknown,1
2013,Douglas,Douglas County SO,Under 18,Female,White,MJUnknown,2
2013,Douglas,Lone Tree PD,21 or older,Male,White,MJPossession,1
2013,Douglas,Lone Tree PD,Under 18,Male,African American,MJPossession,1
2013,Douglas,Lone Tree PD,Under 18,Male,White,MJPossession,2
2013,Douglas,Parker PD,18 to 20,Female,White,MJPossession,5
2013,Douglas,Parker PD,Under 18,Male,Hispianic,MJPossession,2
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Female,Hispianic,MJPossession,2
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Female,White,MJPossession,4
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,African American,MJPossession,2
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,Hispianic,MJPossession,8
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,White,MJPossession,45
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Male,Hispianic,MJSales,1
2013,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Male,White,MJSales,1
2013,Chaffee,Chaffee County SO,18 to 20,Male,White,MJPossession,1
2013,Chaffee,Salida PD,18 to 20,Female,White,MJPossession,2
2013,Chaffee,Salida PD,18 to 20,Male,White,MJPossession,2
2013,Chaffee,Salida PD,Under 18,Male,White,MJPossession,4
2013,Cheyenne,Cheyenne County SO,21 or older,Male,African American,MJPossession,1
2013,Delta,Delta County SO,18 to 20,Male,White,MJPossession,1
2013,Delta,Delta PD,Under 18,Female,White,MJPossession,2
2013,Delta,Delta PD,Under 18,Male,White,MJUnknown,1
2013,Denver,Denver PD - CRIMINAL,18 to 20,Female,African American,MJPossession,1
2013,Denver,Denver PD - CRIMINAL,18 to 20,Female,Hispianic,MJPossession,1
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,African American,MJPossession,22
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,White,MJPossession,75
2013,Denver,Denver PD - CRIMINAL,Under 18,Female,African American,MJPossession,14
2013,Denver,Denver PD - CRIMINAL,Under 18,Female,Hispianic,MJPossession,32
2013,Denver,Denver PD - CRIMINAL,Under 18,Female,White,MJPossession,6
2013,Denver,Denver PD - CRIMINAL,Under 18,Male,Asian,MJPossession,1
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,African American,MJProduction,1
2013,Denver,Denver PD - CRIMINAL,21 or older,Male,Hispianic,MJProduction,2
2013,Denver,Denver PD - CRIMINAL,18 to 20,Male,African American,MJSales,1
2013,Denver,Denver PD - CRIMINAL,Under 18,Male,African American,MJSales,2
2013,Denver,Denver PD - CRIMINAL,Under 18,Male,Hispianic,MJSales,4
2013,Douglas,Castle Rock PD,18 to 20,Female,White,MJPossession,3
2013,Douglas,Castle Rock PD,Under 18,Male,Hispianic,MJPossession,1
2013,Douglas,Douglas County SO,21 or older,Male,White,MJPossession,3
2013,Douglas,Douglas County SO,Under 18,Female,Hispianic,MJPossession,1
2013,Douglas,Douglas County SO,Under 18,Male,Asian,MJPossession,1
2013,Douglas,Douglas County SO,18 to 20,Male,White,MJUnknown,24
2013,Douglas,Lone Tree PD,21 or older,Male,African American,MJPossession,2
2013,Douglas,Parker PD,18 to 20,Male,African American,MJPossession,2
2013,Douglas,Parker PD,18 to 20,Male,White,MJPossession,31
2013,Douglas,Parker PD,21 or older,Female,White,MJPossession,1
2013,Douglas,Parker PD,Under 18,Male,White,MJUnknown,1
2013,Eagle,Avon PD,18 to 20,Male,White,MJPossession,1
2013,Eagle,Eagle County SO,18 to 20,Female,White,MJPossession,1
2013,Eagle,Eagle County SO,Under 18,Male,Hispianic,MJPossession,11
2013,Eagle,Eagle County SO,Under 18,Male,White,MJPossession,12
2013,Eagle,Eagle County SO,21 or older,Female,White,MJUnknown,1
2013,Eagle,Vail PD,18 to 20,Female,White,MJPossession,3
2013,Eagle,Vail PD,Under 18,Male,Hispianic,MJPossession,1
2013,El Paso,Colorado Springs PD,Under 18,Female,Hispianic,MJPossession,5
2013,El Paso,Colorado Springs PD,21 or older,Male,Asian,MJProduction,1
2013,El Paso,Colorado Springs PD,21 or older,Male,White,MJSales,12
2013,El Paso,Colorado Springs PD,Under 18,Male,White,MJUnknown,2
2013,El Paso,El Paso County SO,18 to 20,Male,White,MJPossession,17
2013,El Paso,El Paso County SO,Under 18,Female,Hispianic,MJUnknown,1
2013,El Paso,El Paso County SO,Under 18,Female,White,MJUnknown,8
2013,El Paso,El Paso County SO,Under 18,Male,Hispianic,MJUnknown,2
2013,El Paso,Fountain PD,Under 18,Female,African American,MJPossession,2
2013,El Paso,Fountain PD,Under 18,Female,Asian,MJPossession,1
2013,El Paso,Fountain PD,18 to 20,Male,White,MJProduction,1
2013,El Paso,Fountain PD,21 or older,Male,White,MJSales,3
2013,El Paso,Fountain PD,Under 18,Male,African American,MJUnknown,6
2013,El Paso,Fountain PD,Under 18,Male,Hispianic,MJUnknown,2
2013,El Paso,Fountain PD,Under 18,Male,White,MJUnknown,2
2013,El Paso,Manitou Springs PD,18 to 20,Female,White,MJPossession,2
2013,El Paso,Manitou Springs PD,21 or older,Male,White,MJPossession,21
2013,Kiowa,Kiowa County SO,21 or older,Male,White,MJPossession,1
2013,Kit Carson,Burlington PD,21 or older,Male,White,MJPossession,1
2013,Kit Carson,Burlington PD,21 or older,Male,White,MJSales,1
2013,Kit Carson,Kit Carson County SO,18 to 20,Female,White,MJPossession,1
