IncidentYear,County,Agency,NCICCODE,AgeGroup,Gender,RaceCode,Location,LocationGroup,NumberOfCases
2016,Larimer,Fort Collins PD,MJUnknown,,,,Other/Unknown,Other,2
2016,Larimer,Larimer County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,14
2016,Larimer,Larimer County SO,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2016,Larimer,Larimer County SO,MJPossession,,,,Residence/Home,Residence/Home,2
2014,Larimer,Estes Park PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Larimer,Fort Collins PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2014,Larimer,Fort Collins PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2014,Larimer,Fort Collins PD,MJSales,,,,Commercial/Office Building,Workplace,1
2014,Larimer,Fort Collins PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2014,Larimer,Fort Collins PD,MJSales,,,,Residence/Home,Residence/Home,2
2014,Larimer,Fort Collins PD,MJSales,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2014,Larimer,Fort Collins PD,MJUnknown,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Larimer,Fort Collins PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,9
2014,Larimer,Fort Collins PD,MJUnknown,,,,Specialty Store,Specialty Store,2
2014,Larimer,Larimer County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Larimer,Larimer County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,47
2014,Larimer,Larimer County SO,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Larimer,Larimer County SO,MJUnknown,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,7
2014,Larimer,Larimer County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Larimer,Larimer County SO,MJUnknown,,,,Specialty Store,Specialty Store,2
2014,Larimer,Loveland PD,MJPossession,,,,Field/Woods,Public space,1
2014,Larimer,Loveland PD,MJPossession,,,,Other/Unknown,Other,3
2014,Larimer,Loveland PD,MJPossession,,,,Park/Playground,Public space,4
2014,Larimer,Loveland PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,32
2014,Larimer,Loveland PD,MJUnknown,,,,Lake/Waterway/Beach,Lake/Waterway/Beach,1
2014,Logan,Logan County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2014,Mesa,Fruita PD,MJPossession,,,,Residence/Home,Residence/Home,1
2014,Mesa,Fruita PD,MJProduction,,,,Residence/Home,Residence/Home,1
2014,Mesa,Fruita PD,MJUnknown,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2014,Mesa,Grand Junction PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Mesa,Grand Junction PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,2
2014,Mesa,Grand Junction PD,MJPossession,,,,Park/Playground,Public space,15
2014,Mesa,Grand Junction PD,MJPossession,,,,Residence/Home,Residence/Home,30
2014,Mesa,Grand Junction PD,MJProduction,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Mesa,Grand Junction PD,MJSales,,,,Other/Unknown,Other,1
2014,Mesa,Grand Junction PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2014,Mesa,Mesa County SO,MJPossession,,,,Field/Woods,Public space,1
2014,Mesa,Mesa County SO,MJPossession,,,,Government/Public Building,Public building,1
2014,Mesa,Mesa County SO,MJUnknown,,,,Residence/Home,Residence/Home,1
2014,Moffat,Moffat County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Moffat,PD CRAIG,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2014,Montezuma,Cortez PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Montezuma,Montezuma County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Montrose,MONTROSE COUNTY SHERIFF,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2014,Montrose,Montrose PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Montrose,Montrose PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2014,Chaffee,Chaffee County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Chaffee,Salida PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2014,Clear Creek,Clear Creek County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2014,Clear Creek,Idaho Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Clear Creek,Idaho Springs PD,MJSales,,,,Government/Public Building,Public building,1
2014,Costilla,Costilla County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Denver,AURARIA DEPARTMENT OF PUBLIC SAFETY,MJUnknown,,,,School – College/University,School – College/University,1
2014,Denver,Denver PD - CRIMINAL,MJPossession,,,,Other/Unknown,Other,22
2014,Denver,Denver PD - CRIMINAL,MJSales,,,,Air/Bus/Train Terminal,Public space,1
2014,Denver,Denver PD - CRIMINAL,MJSales,,,,Community Center,Public building,1
2014,Denver,Denver PD - CRIMINAL,MJSales,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2014,Denver,Denver PD - CRIMINAL,MJSales,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2014,Denver,Denver PD - CRIMINAL,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,14
2014,Denver,Denver PD - CRIMINAL,MJSales,,,,School – College/University,School – College/University,2
2014,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,6
2014,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,1
2014,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2014,Douglas,Castle Rock PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2014,Douglas,Castle Rock PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Douglas,Castle Rock PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Douglas,Douglas County SO,MJPossession,,,,Other/Unknown,Other,4
2014,Douglas,Douglas County SO,MJPossession,,,,Park/Playground,Public space,4
2014,Douglas,Douglas County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Douglas,Douglas County SO,MJUnknown,,,,School – College/University,School – College/University,1
2014,Douglas,Lone Tree PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Douglas,Parker PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,25
2014,Douglas,Parker PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2014,Douglas,Parker PD,MJPossession,,,,Specialty Store,Specialty Store,1
2014,Eagle,Avon PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,2
2014,Eagle,Avon PD,MJPossession,,,,Restaurant,Restaurant,1
2014,Eagle,Avon PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,5
2014,Eagle,Avon PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2014,Eagle,Basalt PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Eagle,Eagle County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2014,Eagle,Eagle County SO,MJPossession,,,,School – College/University,School – College/University,2
2014,Eagle,Eagle County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2014,Eagle,Gypsum PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Eagle,Gypsum PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Eagle,Vail PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,2
2014,Eagle,Vail PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2014,El Paso,Colorado Springs PD,MJPossession,,,,Field/Woods,Public space,1
2014,El Paso,Colorado Springs PD,MJPossession,,,,Government/Public Building,Public building,1
2014,El Paso,Colorado Springs PD,MJPossession,,,,Other/Unknown,Other,13
2014,El Paso,Colorado Springs PD,MJPossession,,,,Park/Playground,Public space,47
2014,El Paso,Colorado Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,84
2014,El Paso,Colorado Springs PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2014,El Paso,Colorado Springs PD,MJProduction,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,El Paso,Colorado Springs PD,MJSales,,,,Government/Public Building,Public building,1
2014,El Paso,Colorado Springs PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2014,El Paso,Colorado Springs PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2014,El Paso,El Paso County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,9
2014,El Paso,El Paso County SO,MJPossession,,,,Residence/Home,Residence/Home,7
2014,El Paso,Fountain PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,El Paso,Fountain PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2014,El Paso,Pikes Peak Community College PD,MJPossession,,,,School – College/University,School – College/University,1
2014,El Paso,University of Colorado Springs,MJPossession,,,,Residence/Home,Residence/Home,17
2014,Fremont,Canon City PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Fremont,Canon City PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2014,Morgan,Fort Morgan PD,MJPossession,,,,Residence/Home,Residence/Home,3
2014,Morgan,Morgan County SO,MJPossession,,,,Rest Area,Public space,1
2014,Otero,La Junta PD,MJPossession,,,,Residence/Home,Residence/Home,1
2014,Otero,La Junta PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Ouray,Ouray PD,MJPossession,,,,Park/Playground,Public space,1
2014,Ouray,Ouray PD,MJPossession,,,,Residence/Home,Residence/Home,2
2014,Park,Park County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Park,Park County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Pitkin,Aspen PD,MJPossession,,,,Residence/Home,Residence/Home,1
2014,Prowers,Lamar PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Prowers,Lamar PD,MJPossession,,,,Residence/Home,Residence/Home,3
2014,Prowers,Prowers County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2014,Prowers,Prowers County SO,MJSales,,,,Other/Unknown,Other,1
2014,Pueblo,Pueblo County SO,MJUnknown,,,,Industrial Site,Workplace,1
2014,Pueblo,Pueblo County SO,MJUnknown,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,1
2014,Pueblo,Pueblo County SO,MJUnknown,,,,Residence/Home,Residence/Home,4
2014,Pueblo,Pueblo PD,MJProduction,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Routt,Routt County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Routt,Steamboat Springs PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2014,Routt,Steamboat Springs PD,MJSales,,,,School – College/University,School – College/University,1
2014,Saguache,Center PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Summit,Summit County SO,MJUnknown,,,,Bar/Nightclub,Bar/Nightclub,1
2014,Summit,Summit County SO,MJUnknown,,,,Restaurant,Restaurant,1
2014,Teller,Cripple Creek PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Teller,Teller County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Weld,Dacono PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,MJUnknown,,,,School – College/University,School – College/University,1
2014,Weld,Erie PD,MJSales,,,,Residence/Home,Residence/Home,2
2014,Weld,Evans PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2014,Weld,Firestone PD,MJPossession,,,,Park/Playground,Public space,1
2014,Weld,Fort Lupton PD,MJPossession,,,,Field/Woods,Public space,1
2014,Weld,Fort Lupton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Weld,Fort Lupton PD,MJPossession,,,,Park/Playground,Public space,2
2014,Weld,Fort Lupton PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Weld,Greeley PD,MJPossession,,,,Other/Unknown,Other,5
2014,Weld,Greeley PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Weld,Johnstown PD,MJPossession,,,,Residence/Home,Residence/Home,1
2014,Weld,Kersey PD,MJPossession,,,,Residence/Home,Residence/Home,1
2014,Weld,Lochbuie PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Arapahoe,Greenwood Village PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,4
2015,Arapahoe,Greenwood Village PD,MJPossession,,,,Residence/Home,Residence/Home,1
2015,Arapahoe,Greenwood Village PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Arapahoe,Littleton PD,MJPossession,,,,Other/Unknown,Other,1
2015,Arapahoe,Littleton PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,4
2015,Arapahoe,Littleton PD,MJPossession,,,,Residence/Home,Residence/Home,2
2015,Arapahoe,Littleton PD,MJPossession,,,,School – College/University,School – College/University,1
2015,Arapahoe,Sheridan PD,MJPossession,,,,Community Center,Public building,1
2015,Arapahoe,Sheridan PD,MJPossession,,,,Residence/Home,Residence/Home,1
2015,Archuleta,Archuleta County SO,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Fremont,Fremont County SO,MJProduction,,,,Field/Woods,Public space,1
2014,Garfield,Garfield County SO,MJUnknown,,,,Field/Woods,Public space,1
2014,Garfield,Garfield County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2014,Garfield,Glenwood Springs PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2014,Garfield,Glenwood Springs PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Garfield,Parachute PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,7
2014,Garfield,Parachute PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Gilpin,Gilpin County SO,MJProduction,,,,Residence/Home,Residence/Home,1
2014,Grand,Granby PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Gunnison,Gunison PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2014,Gunnison,Gunison PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2014,Gunnison,Gunison PD,MJUnknown,,,,Specialty Store,Specialty Store,1
2014,Gunnison,Mt Crested Butte PD,MJPossession,,,,Field/Woods,Public space,5
2014,Gunnison,Mt Crested Butte PD,MJPossession,,,,Restaurant,Restaurant,1
2014,Huerfano,Walsenburg PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Huerfano,Walsenburg PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Jefferson,Arvada PD,MJPossession,,,,Church/Synagogue/Temple/Mosque,Church/Synagogue/Temple/Mosque,2
2014,Jefferson,Arvada PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Jefferson,Arvada PD,MJPossession,,,,Field/Woods,Public space,6
2014,Jefferson,Arvada PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,63
2014,Jefferson,Arvada PD,MJSales,,,,Other/Unknown,Other,2
2014,Jefferson,Golden PD,MJPossession,,,,Camp/Campground,Public space,1
2014,Jefferson,Golden PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Jefferson,Golden PD,MJPossession,,,,Field/Woods,Public space,1
2014,Jefferson,Golden PD,MJPossession,,,,Park/Playground,Public space,1
2014,Jefferson,Golden PD,MJUnknown,,,,School – College/University,School – College/University,1
2014,Jefferson,Jefferson County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,22
2014,Jefferson,Lakewood PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,3
2014,Jefferson,Lakewood PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Jefferson,Lakewood PD,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Jefferson,Lakewood PD,MJUnknown,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Jefferson,Lakewood PD,MJUnknown,,,,Restaurant,Restaurant,2
2014,Jefferson,Lakewood PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2014,Jefferson,Red Rocks PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Jefferson,Wheat Ridge PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,38
2014,Jefferson,Wheat Ridge PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2014,La Plata,Durango PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2014,La Plata,La Plata County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Lake,Leadville PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Larimer,Fort Collins PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Larimer,Fort Collins PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,66
2014,Larimer,Fort Collins PD,MJPossession,,,,Park/Playground,Public space,7
2014,Larimer,Fort Collins PD,MJProduction,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Larimer,Fort Collins PD,MJProduction,,,,Residence/Home,Residence/Home,7
2014,Larimer,Fort Collins PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Larimer,Fort Collins PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2014,Larimer,Larimer County SO,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2014,Larimer,Loveland PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2014,Larimer,Loveland PD,MJPossession,,,,Residence/Home,Residence/Home,8
2014,Larimer,Loveland PD,MJSales,,,,Residence/Home,Residence/Home,1
2014,Larimer,Loveland PD,MJUnknown,,,,Other/Unknown,Other,2
2014,Larimer,Loveland PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Logan,Logan County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Mesa,Fruita PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Mesa,Grand Junction PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,1
2014,Mesa,Grand Junction PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Mesa,Grand Junction PD,MJSales,,,,Residence/Home,Residence/Home,2
